,Date,ROI,GCC_90p,GCC_mean
238,2025-08-26,ROI_4,0.38617393,0.3763972
239,2025-08-26,ROI_3,0.38508126,0.37424883
240,2025-08-29,ROI_1,0.37415314,0.3642878
241,2025-08-29,ROI_2,0.40957317,0.39728686
242,2025-08-29,ROI_4,0.38736096,0.38009536
243,2025-08-29,ROI_3,0.38730973,0.37908018
244,2025-09-01,ROI_1,0.37364453,0.3699829
245,2025-09-01,ROI_2,0.40101153,0.3936601
246,2025-09-01,ROI_4,0.38358533,0.3782998
247,2025-09-01,ROI_3,0.383751,0.3777707
248,2025-09-04,ROI_1,0.37867123,0.36799982
249,2025-09-04,ROI_2,0.40236476,0.39180806
250,2025-09-04,ROI_4,0.3843047,0.37768176
251,2025-09-04,ROI_3,0.38764274,0.37380436
252,2025-09-07,ROI_1,0.37548107,0.36771074
253,2025-09-07,ROI_2,0.3989194,0.39147353
254,2025-09-07,ROI_4,0.3843918,0.37850925
255,2025-09-07,ROI_3,0.38545623,0.37567323
256,2025-09-10,ROI_1,0.362201,0.35460773
257,2025-09-10,ROI_2,0.38692275,0.3797812
258,2025-09-10,ROI_4,0.37237537,0.36855632
259,2025-09-10,ROI_3,0.37506554,0.3673757
260,2025-09-13,ROI_1,0.36549273,0.36090842
261,2025-09-13,ROI_2,0.38739637,0.37981343
262,2025-09-13,ROI_4,0.37453908,0.36886287
263,2025-09-13,ROI_3,0.37841666,0.37138626
264,2025-09-16,ROI_1,0.3642648,0.35656005
265,2025-09-16,ROI_2,0.3818904,0.37469003
266,2025-09-16,ROI_4,0.36966735,0.36653134
267,2025-09-16,ROI_3,0.37874517,0.3696955
268,2025-09-19,ROI_1,0.36046776,0.35526586
269,2025-09-19,ROI_2,0.37363058,0.36906257
270,2025-09-19,ROI_4,0.3646512,0.36223638
271,2025-09-19,ROI_3,0.369841,0.36494362
272,2025-09-22,ROI_1,0.35774013,0.3525006
273,2025-09-22,ROI_2,0.369242,0.3634012
274,2025-09-22,ROI_4,0.36181173,0.35828286
275,2025-09-22,ROI_3,0.36714268,0.36025184
276,2025-09-25,ROI_1,0.35775188,0.34964564
277,2025-09-25,ROI_2,0.36333692,0.36049438
278,2025-09-25,ROI_4,0.3587719,0.35503027
279,2025-09-25,ROI_3,0.36073998,0.35498413
280,2025-09-28,ROI_1,0.35834533,0.3490138
281,2025-09-28,ROI_2,0.36296082,0.3587476
282,2025-09-28,ROI_4,0.35675767,0.35348758
283,2025-09-28,ROI_3,0.35718685,0.3530077
284,2025-10-01,ROI_1,0.3587682,0.3537024
285,2025-10-01,ROI_2,0.3588468,0.35712513
286,2025-10-01,ROI_4,0.35594144,0.3536862
287,2025-10-01,ROI_3,0.35615644,0.35316476
288,2025-10-04,ROI_1,0.35967058,0.35792384
289,2025-10-04,ROI_2,0.35597396,0.35437474
290,2025-10-04,ROI_4,0.35385925,0.35225967
291,2025-10-04,ROI_3,0.35380152,0.35190186
292,2025-10-07,ROI_1,0.36533108,0.3633002
293,2025-10-07,ROI_2,0.35954407,0.35636267
294,2025-10-07,ROI_4,0.3544179,0.3529842
295,2025-10-07,ROI_3,0.354924,0.35178053
296,2025-10-10,ROI_1,0.3583325,0.35276398
297,2025-10-10,ROI_2,0.35273662,0.3506352
298,2025-10-10,ROI_4,0.3476328,0.34564266
299,2025-10-10,ROI_3,0.3416926,0.33802623
